Time	H2	H3	H4	H5	I2	I3	I4	I5	J2	J3	J4	J5	K2	K3	K4	K5	L2	L3	L4	L5	M2	M3	M4	M5
37499	39319	41913	41996	45797	11334	7297	43824	12611	4709	4228	11123	1615	38284	36940	38555	41046	22009	13484	24491	19448	7538	6918	6949	480
37559	39046	41992	41745	46082	11239	7396	43738	12626	4661	4217	10857	1591	38433	36784	38477	41083	22365	13519	24458	19574	7482	6826	6954	465
37619	39004	41762	41889	46238	11353	7276	44004	12649	4730	4197	10966	1613	38195	36877	38383	41081	22059	13387	24291	19612	7389	6829	6982	484
37679	39319	41938	42174	45902	11377	7335	43997	12634	4688	4186	10962	1574	38212	36808	38509	41129	22273	13326	24559	19467	7359	6920	6995	487
37739	39011	41933	41812	45836	11300	7320	43620	12743	4713	4127	10934	1630	38277	36979	38562	41119	22159	13466	24557	19652	7504	6973	7013	479
37799	39186	41942	41819	45933	11502	7332	44024	12714	4707	4174	11015	1568	38123	36746	38572	41030	22336	13610	24494	19452	7522	7015	7039	470
37859	39265	41784	41613	45992	11347	7254	43981	12800	4707	4239	10921	1588	38286	36918	38444	41117	22289	13532	24432	19648	7469	6901	6982	489
37919	39111	42070	41964	45907	11366	7303	43782	12697	4674	4173	11004	1556	38274	36649	38526	40953	22125	13353	24594	19521	7461	6870	6927	491
37979	39144	41738	41892	46186	11464	7324	43906	12819	4749	4178	11000	1582	38293	36801	38678	41147	22431	13521	24554	19467	7502	6924	6950	510
38039	38938	41662	41885	45675	11389	7293	43683	12681	4716	4201	11020	1629	38127	36851	38303	41119	22339	13418	24550	19496	7522	7020	7002	485
38099	38934	42170	41780	45801	11374	7335	43846	12720	4681	4233	11126	1596	38307	36922	38427	40870	22364	13602	24561	19448	7447	7006	6983	494
38159	39089	41626	41821	46149	11444	7318	43867	12768	4759	4215	11068	1612	38319	36921	38695	41255	22488	13591	24658	19559	7476	7021	7034	489
38219	39118	42167	41826	45998	11333	7318	43978	12904	4732	4188	11029	1606	38260	36927	38535	41122	22486	13731	24551	19499	7495	7009	7046	516
38279	39110	42006	41737	46112	11540	7321	44068	12917	4668	4195	11133	1588	38175	36861	38434	40957	22338	13483	24945	19482	7519	6962	6957	489
38339	39544	42035	42024	46096	11428	7284	43797	12910	4700	4211	11078	1587	38251	36775	38514	41244	22510	13645	24536	19641	7507	7042	7000	486
38399	39065	41900	41748	45973	11416	7333	43747	12906	4709	4214	11161	1635	38395	36921	38653	41115	22377	13643	24842	19585	7611	7028	7076	491
38459	39106	41653	41798	46057	11449	7315	43766	12955	4667	4201	11063	1603	38286	36641	38313	40900	22444	13643	24755	19511	7649	6982	7005	492
38519	39236	41715	41901	45860	11351	7333	44005	12789	4660	4220	11176	1566	38325	36799	38571	41135	22599	13670	24574	19407	7493	7097	7020	499
38579	39185	41866	42027	45984	11362	7323	44116	12930	4797	4215	11209	1606	38218	36892	38753	41042	22467	13606	24861	19727	7563	6986	7089	484
38639	39229	41902	41954	46406	11392	7297	43990	13039	4679	4214	11083	1633	38255	36875	38459	40843	22421	13678	24599	19707	7580	7118	6965	506
38699	39186	41872	41880	45985	11336	7285	43658	12831	4741	4187	11285	1607	38278	37002	38495	40975	22385	13622	24804	19657	7537	7085	7049	508
38759	39244	41966	41829	46011	11331	7294	43803	12954	4683	4251	11111	1585	38179	36979	38379	41084	22425	13633	24983	19691	7556	7158	7008	472
38819	39106	41769	42069	45852	11356	7370	43716	12943	4736	4192	11123	1618	38300	36736	38547	40757	22587	13614	24910	19704	7642	7103	7041	516
38879	39306	41811	42054	46196	11376	7216	43719	13026	4660	4200	11219	1585	38185	36719	38570	41185	22527	13605	24655	19779	7611	7098	7019	494
38939	39037	41792	41839	46053	11330	7226	43794	12981	4748	4131	11306	1624	38330	36703	38371	40886	22500	13567	24696	19743	7600	7148	6975	502
38999	39188	41852	41880	45944	11356	7298	43922	12943	4726	4233	11156	1563	38444	36826	38492	40944	22666	13656	24670	19705	7659	7107	7045	500
39059	39357	42044	42115	45929	11341	7298	43899	13022	4722	4260	11168	1597	38280	36907	38567	41041	22689	13601	24943	19865	7646	7202	7072	517
39119	39056	41892	41806	45898	11379	7317	43833	13079	4773	4200	11270	1592	38371	37003	38546	40845	22849	13619	24738	19868	7680	7162	7020	525
39179	39370	41676	41808	46218	11488	7391	43803	12980	4720	4252	11077	1589	38320	36767	38184	41046	22730	13826	25010	19776	7632	7174	7076	491
39239	39200	41974	42001	45854	11475	7369	44104	13056	4744	4234	11287	1626	38157	36595	38556	40985	22761	13855	25049	19838	7663	7139	7078	482
39299	39276	42094	42029	45766	11423	7318	43849	12968	4765	4162	11149	1626	38123	37071	38698	41061	22617	13764	24938	19733	7664	7151	7069	510
39359	39455	41765	41996	45850	11396	7314	43946	13040	4745	4223	11258	1611	38420	37034	38446	41073	22701	13800	24891	19815	7700	7219	7071	524
39419	39291	41807	41673	46080	11514	7350	44009	13053	4743	4170	11303	1585	38369	36738	38552	40952	22701	13658	24966	19839	7600	7275	7104	504
39479	39184	41812	42155	46365	11374	7305	43908	13062	4734	4258	11246	1602	38110	36973	38605	41184	22579	13711	25168	19794	7593	7223	7131	505
39539	39177	41687	41651	46008	11362	7399	44319	13182	4736	4216	11184	1625	38283	36974	38337	41166	22703	13804	24859	19813	7519	7192	7034	497
39599	39061	41801	41726	45959	11408	7341	44019	13014	4694	4182	11239	1615	38281	37126	38386	41093	22935	13747	24952	19839	7663	7242	6950	528
39659	39511	41739	41734	46248	11365	7277	43838	13065	4771	4213	11287	1620	38063	36893	38407	41031	22620	13766	25109	19929	7583	7246	7050	510
39719	39214	42083	41725	46308	11395	7314	43931	13223	4826	4146	11272	1605	38350	36967	38289	41078	22783	13729	25001	19857	7682	7278	7115	476
39779	39191	41883	41603	46090	11297	7293	43862	13192	4719	4163	11251	1578	38097	36932	38348	40999	22714	13856	25112	19800	7727	7288	7060	519
39839	39214	42018	41830	46095	11399	7346	43865	13335	4739	4212	11361	1603	38259	36681	38159	41341	22858	13834	25018	19856	7625	7272	7049	506
40512	49948	52746	53119	56229	47700	44860	57624	47395	41781	43421	45072	39842	49643	48771	50180	52167	45209	41700	45786	46622	40696	42891	41375	201
40572	49355	52258	52923	55557	47242	44770	57258	47761	42079	43736	45354	40456	48952	48400	49790	51390	45375	42512	46343	46777	41385	44282	43137	231
40632	48449	51867	51821	54966	46804	44369	56817	47436	42106	43418	45160	40406	48329	47901	49212	50808	45197	42572	46406	46625	41562	44939	43426	243
40692	47406	51026	51049	54404	46227	44089	56080	46940	41581	43407	45234	40348	47427	47381	48480	49916	44703	42847	46158	46395	41375	44885	43875	235
40752	46534	50578	50762	53946	45823	43548	55611	46879	41367	43216	44753	40127	46599	46733	47919	49665	44230	42561	45711	46101	41041	44615	43639	238
40812	45984	49858	49646	53215	45134	43042	55322	46711	41032	43027	44354	39510	45642	46297	46765	48789	43785	42356	45420	45788	40652	44318	43261	248
40872	45019	49404	48937	52407	44736	42778	54768	45913	40429	42588	44170	39212	44917	45590	46583	48389	43365	41792	44941	45109	40093	44327	43287	257
40932	44449	48982	48324	51818	44496	42487	54107	45282	40195	42219	43734	38751	44521	45038	45859	47649	42911	41527	44735	44891	39655	43614	43025	271
40992	44005	48413	47819	51468	43909	42153	53517	45165	39883	41709	43255	38157	43681	44852	45361	47183	42332	41153	44169	44486	39351	43296	42004	249
41052	43420	47923	47341	50881	43740	41522	53049	44724	39318	41209	42748	37941	43236	43981	44600	46727	41933	40462	43750	44095	39348	43115	41950	272
41112	43137	47476	47244	50443	43324	41169	52560	44315	39098	40972	42768	37502	42890	43430	44033	46252	42135	40341	43418	43732	39069	42490	41789	289
41172	42813	46942	46533	50107	42923	40913	51991	44278	38611	40748	42198	37242	42346	42899	43657	45619	41189	39857	42774	43394	38737	42318	41270	288
41232	42365	46606	46016	49653	42420	40664	51480	43737	38709	40475	41633	36602	41977	42618	43084	45310	41178	39689	42389	42747	38305	42041	41070	292
41292	42070	46271	45393	49661	42479	40333	51205	43676	38040	40130	41583	36429	41502	42410	42766	45034	40913	39610	42248	42561	38062	41833	40610	320
41352	41551	45824	45128	49193	42181	40052	50883	43037	38026	39598	41185	35959	41628	41929	42521	44581	40550	39278	41883	42213	38054	41473	40460	323
41412	41540	45626	44732	48524	41798	39446	50520	42951	37610	39274	40874	35718	41075	41649	41982	44092	40326	38808	41395	42250	37955	41333	40494	323
41472	41010	45186	44583	48659	41795	39280	50327	43120	37337	39261	40616	35240	40739	41318	42141	44166	40136	38689	41260	41908	37557	41128	39882	334
41532	41149	45158	44592	48231	41351	39316	50051	42661	37404	39181	40354	35109	40683	41093	41451	43746	39896	38580	41204	41766	37395	40818	39710	355
41592	40568	45220	43998	47894	41249	39230	50090	42214	37281	39062	40361	34754	40616	41003	41272	43431	39795	38503	40833	41569	37182	40725	39657	350
41652	40561	44904	43977	47853	41242	39134	49742	42584	37040	38968	40366	34453	39973	40540	41152	43100	39692	38499	40765	41352	37265	40734	39349	377
41712	40013	44599	43648	47528	41110	38637	49717	41964	36908	38540	40041	34295	40014	40341	40789	42865	39528	38022	40614	41135	36999	40316	39384	381
41772	40146	44321	43319	47223	40903	38658	49063	41876	36809	38389	39813	34057	39766	40193	40751	42835	39403	37849	40193	40951	36804	40420	38927	393
41832	40152	44464	43191	47057	40786	38659	49049	41773	36698	38475	39769	33815	39546	40080	40307	42502	39123	37751	40288	40998	36767	40106	38727	380
41892	39953	44273	43119	47184	40721	38549	48774	41755	36925	38310	39476	33467	39415	40006	40196	42539	38913	37546	40134	40521	36578	40024	38804	399
41952	39947	44242	43022	47089	40635	38331	48935	41470	36531	38252	39218	33385	39608	39928	40343	42454	39150	37641	39977	40759	36644	40131	39008	404
42012	39766	44035	42736	46860	40604	38084	48608	41173	36356	37910	39062	33458	39465	39711	39786	42184	38785	37310	39908	40618	36363	39885	38716	419
42072	40568	43854	42698	46969	40466	38221	48461	41525	36433	38038	39211	33027	39141	39486	39852	41801	38672	37523	39876	40323	36456	39675	38722	437
42132	40316	43657	42625	46723	40112	38158	48466	41153	36291	37585	39191	32936	39214	39204	39640	41898	38664	37100	39647	40530	36562	39717	38383	408
42192	40253	43553	42314	46650	40353	37884	48229	41003	36275	37481	38947	32898	39062	39376	39620	41625	38514	37100	39398	40409	36251	39486	38320	419
42252	40054	43683	42103	46285	40112	37683	48281	40998	36179	37741	38868	32522	38743	39435	39788	41811	38668	37338	39600	40311	36216	39665	38433	446
42312	40367	43477	42171	46319	40002	37950	48059	40773	36268	37788	38794	32712	38596	39480	39330	41528	38829	36945	39569	40060	36208	39420	38148	440
42372	39938	43416	42173	46628	40344	37723	48323	40759	36101	37482	38783	32167	38700	39293	39452	41467	38611	36948	39357	40139	36117	38911	38187	415
42432	39836	43205	42201	46296	40062	37982	48008	40771	35858	37567	38830	32289	38711	39284	39431	41372	38422	36986	39196	40210	36218	39327	38326	434
42492	40028	43527	42035	46086	39965	37487	47719	40761	35861	37341	38988	32121	38507	39016	39277	41370	38325	36837	39607	40153	35860	39065	38293	441
42552	39506	43103	42009	46071	40076	37766	47782	40625	35849	37412	38694	32118	38219	38877	39116	41098	38228	36668	39145	39928	36214	39001	38087	450
42612	39557	43320	41990	46077	39750	37659	47830	40596	35768	37258	38672	32061	38749	39023	39358	41421	38429	36670	39016	39794	35965	39071	38145	470
42672	39540	43379	41992	45969	39756	37583	48094	40317	35856	37377	38252	31676	38520	39014	39354	41114	38417	36921	39319	39968	35728	38803	38175	443
42732	39756	43127	41804	46239	39982	37791	47867	40581	35702	37343	38295	31937	38264	38660	39119	41261	38330	36765	39071	39925	35962	39002	38192	456
42792	39464	42999	41742	45984	39761	37197	47663	40407	35701	37052	37998	31606	38436	38703	39018	41079	38348	36435	38893	39742	35783	39250	37948	435
42852	39632	43491	41808	46157	39907	37647	47618	40787	35712	37271	38274	31588	38199	38581	39011	41375	38097	36779	39352	39897	35918	39076	38024	446
42912	39637	43105	41605	45879	39758	37303	47570	40401	35498	37283	38207	31443	38307	38893	38935	40959	38113	36590	39161	39647	35801	39146	38222	447
42972	39435	43011	41460	45935	40023	37542	47408	39894	35550	37128	38222	31427	38213	38706	38921	41146	37933	36621	39051	39615	35631	39078	38054	463
43032	39490	42878	41802	45880	39648	37280	47671	40374	35447	36955	38133	31131	38312	38739	38995	40982	38092	36703	39058	39780	35676	38939	37900	464
43092	39303	43038	42099	46217	39470	37723	47784	40341	35744	37157	38189	31093	38093	38658	38843	41123	38227	36423	39037	39738	35556	38973	38036	468
43152	39387	42943	41581	46046	39757	37399	47528	40279	35423	37060	37993	31450	38207	38737	38807	41148	38132	36491	38821	39585	35752	38974	37689	441
43212	39757	42966	41638	45965	39504	37325	47494	40446	35588	37050	38211	31411	38020	38600	38825	41073	38052	36449	39119	39514	35482	38942	37436	471
43272	39334	43052	41666	45824	39653	37053	47413	40015	35390	36992	38316	31115	38227	38607	38865	41351	37873	36495	39186	39813	35459	38840	37739	468
43332	39534	43341	41651	45789	39518	37346	47529	40166	35310	36951	37680	30812	38014	38408	38822	40964	37916	36389	38651	39631	35739	38794	37863	494
43392	39349	43073	41400	45703	39812	37429	47381	40065	35367	36993	37995	30899	38001	38654	38919	40762	38082	36677	38728	39432	35434	38810	37709	468
43452	39452	42925	41211	45770	39379	37426	47413	39949	35440	36916	37799	30820	37975	38477	38881	40638	37865	35979	38763	39140	35303	38681	37561	469
43512	39319	42855	41596	46027	39728	37305	47474	40273	35255	37105	38289	30728	38049	38325	38744	40880	37935	36415	38755	39672	35572	38944	37707	474
43572	39288	42689	41371	45239	39549	37336	47349	40305	35710	36858	38155	30565	37909	38506	38582	41032	37872	36619	38751	39540	35599	38712	37643	475
43632	39573	42833	41505	45735	39796	37469	47350	39769	35475	37252	37954	30941	37967	38549	38718	40879	37988	36388	38697	39447	35615	38910	37710	464
43692	39345	42893	41507	45616	39372	37424	47446	40162	35537	36888	38192	30548	37880	38595	38582	40816	37857	36283	38770	39593	35515	38503	37666	465
43752	39426	43010	41484	45576	39509	37295	47484	40069	35184	36946	38199	30606	37919	38544	38611	40696	37721	36457	38871	39421	35558	38696	37949	491
43812	39320	42878	41465	45749	39594	37280	47805	40176	35522	36986	38186	30800	38026	38177	38615	41035	37878	36383	38681	39476	35242	38648	37596	464
43872	39284	42598	40989	45771	39748	37151	47481	40011	35322	37049	37804	30418	38092	38282	38573	41210	37908	36444	38635	39401	35410	38941	37744	512
43932	39235	42906	41633	45485	39411	37437	47576	39842	35146	36899	37859	30322	38091	38548	38739	40668	38268	36094	38696	39497	35425	38630	37609	456
43992	39360	42757	41270	45915	39723	37412	47516	39910	35502	36963	37751	30125	37810	38355	38492	40936	37928	36423	38587	39630	35410	38475	37580	477
44052	39326	42778	41214	45608	39544	37089	47204	40045	35399	36822	37713	30365	37659	38222	38803	40984	37831	36301	38719	39412	35606	38250	37660	485
44112	39444	42825	41542	45513	39673	37185	47208	40061	35516	36669	37881	30231	37942	38564	38661	40864	37895	36448	38553	39428	35365	39017	37518	466
44172	39515	42748	41174	45851	39510	37063	47384	39992	35281	36834	37693	30350	38265	38276	38608	40878	37858	36175	38877	39639	35361	38591	37356	498
44232	39583	43005	41129	45834	39470	37257	47669	39986	35303	36922	37987	30234	38020	38537	38550	40933	37908	36650	38725	39383	35357	38672	37601	485
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								
0																								

